sku,name,brand,category,price,stockQty,shortDesc,datasheetUrl,specs
"CPX-8DA","OUTPUT MODULE 8 DIGITAL 18-30V","Festo","I/O Modules","268.97","0","OUTPUT MODULE 8 DIGITAL 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/541482","{""Type"":""Output Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""8 - Digital"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-4AE-U-I","CTRL MOD 4 ANALOG 18-30V","Festo","PLC & Controllers","648.13","0","CTRL MOD 4 ANALOG 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/573710","{""Type"":""Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""4 - Analog"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"GSBE-PLC1-P","8233401","Festo","PLC & Controllers","131.48","0","8233401","https://www.festo.com/modules/fox/bff/occ/v2/fox_hk/articles/8233401/datasheet?lang=en_HK","{""Series"":""*""}"
"CPX-4DE","INPUT MODULE 4 DIGITAL 18-30V","Festo","I/O Modules","165.04","0","INPUT MODULE 4 DIGITAL 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/195752","{""Type"":""Input Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""4 - Digital"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-CM-HPP-EN","DESCRIPTION","Festo","PLC & Controllers","177.68","0","DESCRIPTION","https://www.festo.com/us/en/a/download-document/datasheet/568684","{""Series"":""*""}"
"GSBE-PLC2-P","8233402","Festo","PLC & Controllers","185.91","0","8233402","https://www.festo.com/modules/fox/bff/occ/v2/fox_hk/articles/8233402/datasheet?lang=en_HK","{""Series"":""*""}"
"CPX-4DA","OUTPUT MODULE 4 DIGITAL 18-30V","Festo","I/O Modules","196.33","0","OUTPUT MODULE 4 DIGITAL 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/195754","{""Type"":""Output Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""4 - Digital"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"GSBE-PLC3-P","8233403","Festo","PLC & Controllers","204.06","0","8233403","https://www.festo.com/modules/fox/bff/occ/v2/fox_hk/articles/8233403/datasheet?lang=en_HK","{""Series"":""*""}"
"CPX-8NDE","INPUT MODULE 8 DIGITAL 18-30V","Festo","I/O Modules","230.72","0","INPUT MODULE 8 DIGITAL 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/543813","{""Type"":""Input Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""8 - Digital"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"GSBE-PLC4-P","8233404","Festo","PLC & Controllers","231.26","0","8233404","https://www.festo.com/modules/fox/bff/occ/v2/fox_hk/articles/8233404/datasheet?lang=en_HK","{""Series"":""*"",""Pack Size"":""11""}"
"VMPAL-EPL-CPX","END PLATE","Festo","PLC & Controllers","296.06","0","END PLATE","https://www.festo.com/us/en/a/download-document/datasheet/570783","{""Type"":""Plate"",""For Use With/Related Products"":""Valves"",""Series"":""-""}"
"CPX-16DE","INPUT MODULE 16 DIGITAL 18-30V","Festo","I/O Modules","297.63","0","INPUT MODULE 16 DIGITAL 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/543815","{""Type"":""Input Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""16 - Digital"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""Display"",""Series"":""CPX""}"
"CPX-L-16DE-16-KL-3POL","INPUT MODULE 16 DIGITAL 18-30V","Festo","I/O Modules","315.85","0","INPUT MODULE 16 DIGITAL 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/572606","{""Type"":""Input Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""16 - Digital"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""Display"",""Series"":""CPX""}"
"CPX-8DE-D","INPUT MODULE 8 DIGITAL 18-30V","Festo","I/O Modules","330.64","0","INPUT MODULE 8 DIGITAL 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/541480","{""Type"":""Input Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""8 - Digital"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-L-8DE-8DA-16-KL-3POL","I/O MODULE 8 DIG 8 DIG 18-30V","Festo","I/O Modules","344.09","0","I/O MODULE 8 DIG 8 DIG 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/572607","{""Type"":""Input, Output (I/O) Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""8 - Digital"",""Number of Outputs and Type"":""8 - Digital"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX"",""Pack Size"":""7""}"
"CPX-8DA-H","OUTPUT MODULE 8 DIGITAL 18-30V","Festo","I/O Modules","357.4","0","OUTPUT MODULE 8 DIGITAL 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/550204","{""Type"":""Output Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""8 - Digital"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-8DE-8DA","I/O MODULE 8 DIG 8 DIG 18-30V","Festo","I/O Modules","361.1","0","I/O MODULE 8 DIG 8 DIG 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/526257","{""Type"":""Input, Output (I/O) Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""8 - Digital"",""Number of Outputs and Type"":""8 - Digital"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX"",""Pack Size"":""7""}"
"CPX-2AE-U-I","CTRL MOD 2 ANALOG 18-30V","Festo","PLC & Controllers","462.36","0","CTRL MOD 2 ANALOG 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/526168","{""Type"":""Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""2 - Analog"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX"",""Pack Size"":""6""}"
"CPX-E-1CI","CTRL MOD 4 DIGITAL 24V","Festo","PLC & Controllers","467.56","0","CTRL MOD 4 DIGITAL 24V","https://www.festo.com/us/en/a/download-document/datasheet/4827505","{""Type"":""Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""4 - Digital"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""24VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-E-4IOL","LINK MODULE 8 DIGITAL 24V","Festo","PLC & Controllers","482","0","LINK MODULE 8 DIGITAL 24V","https://www.festo.com/us/en/a/download-document/datasheet/4080495","{""Type"":""Link Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""8 - Digital"",""Voltage - Supply"":""24VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-2AA-U-I","CTRL MOD 2 ANALOG 18-30V","Festo","PLC & Controllers","509.58","0","CTRL MOD 2 ANALOG 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/526170","{""Type"":""Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""2 - Analog"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-E-4AO-U-I","OUTPUT MODULE 4 DIGITAL 24V","Festo","I/O Modules","602.51","0","OUTPUT MODULE 4 DIGITAL 24V","https://www.festo.com/us/en/a/download-document/datasheet/4080494","{""Type"":""Output Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""4 - Digital"",""Voltage - Supply"":""24VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-E-4AI-U-I","INPUT MODULE 4 ANALOG 24V","Festo","I/O Modules","602.51","0","INPUT MODULE 4 ANALOG 24V","https://www.festo.com/us/en/a/download-document/datasheet/4080493","{""Type"":""Input Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""4 - Analog"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""24VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-CTEL-2-M12-5POL-LK","INTERFACE MODULE 18-30V","Festo","PLC & Controllers","622.82","0","INTERFACE MODULE 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/2900543","{""Type"":""Interface Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-CTEL-4-M12-5POL","INTERFACE MODULE 18-30V","Festo","PLC & Controllers","629.06","0","INTERFACE MODULE 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/1577012","{""Type"":""Interface Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX"",""Pack Size"":""4""}"
"CPX-CMIX-M1-1","POWER MEASUREMENT MODULE 18-30V","Festo","PLC & Controllers","671.46","0","POWER MEASUREMENT MODULE 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/567417","{""Type"":""Power Measurement Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-E-PB","BUS MODULE","Festo","PLC & Controllers","674.79","0","BUS MODULE","https://www.festo.com/us/en/a/download-document/datasheet/4080496","{""Type"":""Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""24VDC"",""Mounting Type"":""DIN Rail"",""Termination Style"":""D-Sub"",""Features"":""-"",""Series"":""CPX""}"
"CPX-CP-4-FB","ELECTRICAL INTERFACE","Festo","PLC & Controllers","678.35","0","ELECTRICAL INTERFACE","https://www.festo.com/us/en/a/download-document/datasheet/526705","{""Type"":""Interface Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""-"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-4AE-I","CTRL MOD 4 ANALOG 18-30V","Festo","PLC & Controllers","727.77","0","CTRL MOD 4 ANALOG 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/541484","{""Type"":""Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""4 - Analog"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-4AE-T","CTRL MOD 4 ANALOG 18-30V","Festo","PLC & Controllers","727.77","0","CTRL MOD 4 ANALOG 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/541486","{""Type"":""Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""4 - Analog"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""-"",""Series"":""CPX""}"
"CPX-CM-HPP","CONTROL BLOCK","Festo","PLC & Controllers","728.38","0","CONTROL BLOCK","https://www.festo.com/us/en/a/download-document/datasheet/562214","{""Type"":""Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""Display"",""Series"":""CPX""}"
"CPX-4AE-TC","INPUT MODULE 4 ANALOG 18-30V","Festo","I/O Modules","744.61","0","INPUT MODULE 4 ANALOG 18-30V","https://www.festo.com/us/en/a/download-document/datasheet/553594","{""Type"":""Input Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""4 - Analog"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""Display"",""Series"":""CPX""}"
"CPX-CMPX-C-1-H1","END-POSITION CONTROLLER","Festo","PLC & Controllers","810.92","0","END-POSITION CONTROLLER","https://www.festo.com/us/en/a/download-document/datasheet/548931","{""Type"":""Control Module"",""For Use With/Related Products"":""-"",""Number of Inputs and Type"":""-"",""Number of Outputs and Type"":""-"",""Voltage - Supply"":""18 ~ 30VDC"",""Mounting Type"":""Chassis Mount"",""Termination Style"":""-"",""Features"":""Display"",""Series"":""CPX""}"
"CPX-AP-I-4DI4DO-M12-5P","DIGITAL INPUT/OUTPUT MODULE","Festo","I/O Modules","247.1","0","DIGITAL INPUT/OUTPUT MODULE","https://www.festo.com/us/en/a/download-document/datasheet/8086603","{""Accessory Type"":""Input, Output Unit"",""Color"":""White"",""Features"":""4 Connector Opening, Dust Tight, Waterproof"",""For Use With/Related Products"":""Circular Connectors"",""Material"":""Nickel Plated, Polyamide (PA), Polycarbonate (PC), Zinc Die Cast"",""Shell Size - Insert"":""M8, M12"",""Series"":""CPX""}"
"CPX-AP-I-4DI4DO-M8-3P","DIGITAL INPUT/OUTPUT MODULE","Festo","I/O Modules","247.1","0","DIGITAL INPUT/OUTPUT MODULE","https://www.festo.com/us/en/a/download-document/datasheet/8086601","{""Accessory Type"":""Input, Output Unit"",""Color"":""White"",""Features"":""8 Connector Opening, Dust Tight, Waterproof"",""For Use With/Related Products"":""Circular Connectors"",""Material"":""Nickel Plated, Polyamide (PA), Polycarbonate (PC), Zinc Die Cast"",""Shell Size - Insert"":""M8"",""Series"":""CPX""}"
"CPX-AP-A-8DI-M12-5P","DIGITAL INPUT MODULE","Festo","I/O Modules","296.84","0","DIGITAL INPUT MODULE","https://www.festo.com/us/en/a/download-document/datasheet/8129109","{""Accessory Type"":""Input, Output Unit"",""Color"":""Silver Gray"",""Features"":""4 Connector Opening"",""For Use With/Related Products"":""Circular Connectors"",""Material"":""Polycarbonate (PC)"",""Shell Size - Insert"":""M12"",""Series"":""CPX""}"
"CPX-AP-A-8DO-M12-5P","DIGITAL OUTPUT MODULE","Festo","I/O Modules","346.74","0","DIGITAL OUTPUT MODULE","https://www.festo.com/us/en/a/download-document/datasheet/8129110","{""Accessory Type"":""Input, Output Unit"",""Color"":""Silver Gray"",""Features"":""4 Connector Opening"",""For Use With/Related Products"":""Circular Connectors"",""Material"":""Polycarbonate (PC)"",""Shell Size - Insert"":""M12"",""Series"":""CPX""}"
"CPX-AP-A-12DI4DO-M12-5P","DIGITAL INPUT/OUTPUT MODULE","Festo","I/O Modules","373.41","0","DIGITAL INPUT/OUTPUT MODULE","https://www.festo.com/us/en/a/download-document/datasheet/8129111","{""Accessory Type"":""Input, Output Unit"",""Color"":""Silver Gray"",""Features"":""8 Connector Opening"",""For Use With/Related Products"":""Circular Connectors"",""Material"":""Polycarbonate (PC)"",""Shell Size - Insert"":""M12"",""Series"":""CPX"",""Pack Size"":""7""}"
"CPX-AP-A-16DI-D-M12-5P","DIGITAL INPUT MODULE","Festo","I/O Modules","400.09","0","DIGITAL INPUT MODULE","https://www.festo.com/us/en/a/download-document/datasheet/8129112","{""Accessory Type"":""Input, Output Unit"",""Color"":""Silver Gray"",""Features"":""8 Connector Opening"",""For Use With/Related Products"":""Circular Connectors"",""Material"":""Polycarbonate (PC)"",""Shell Size - Insert"":""M12"",""Series"":""CPX"",""Pack Size"":""6""}"
"CDSB-A1","OPERATOR UNIT","Festo","HMI & Visualization","179.92","0","OPERATOR UNIT","https://www.festo.com/us/en/a/download-document/datasheet/8070984","{""Type"":""Operator Panel"",""Size - Display"":""1.8\"""",""Display Type"":""Color"",""Case Color"":""White"",""Operating Temperature"":""0°C ~ 60°C"",""Ingress Protection"":""IP20"",""Voltage - Supply"":""4.5 ~ 5.5VDC"",""Features"":""Expansion Interface"",""For Use With/Related Products"":""Multiple Manufacturer, Multiple Product"",""Series"":""CDSB""}"
"HMIZF-E03-DA25","INSTALLATION KIT","Festo","HMI & Visualization","102.66","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/539371","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIZF"",""Pack Size"":""23""}"
"HMIZF-E03-DA18","INSTALLATION KIT","Festo","HMI & Visualization","102.66","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/539370","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIZF"",""Pack Size"":""23""}"
"HMIO-AP-1","INSTALLATION KIT","Festo","HMI & Visualization","108.97","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/539366","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIO"",""Pack Size"":""22""}"
"HMIZB-E03","INSTALLATION KIT","Festo","HMI & Visualization","108.97","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/539365","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIZB""}"
"HMIO-AP-2","INSTALLATION KIT","Festo","HMI & Visualization","108.97","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/540121","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIO""}"
"HMIM-LP","INSTALLATION KIT","Festo","HMI & Visualization","118.77","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/539364","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIM""}"
"HMIYF-RF/DL25","INSTALLATION KIT","Festo","HMI & Visualization","141.29","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/539659","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIYF""}"
"HMIZW-E05/E07-DL40/63","MOUNTING KIT","Festo","HMI & Visualization","145.05","0","MOUNTING KIT","https://www.festo.com/us/en/a/download-document/datasheet/566877","{""Accessory Type"":""Mounting Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIZW""}"
"HMID-LP","INSTALLATION KIT","Festo","HMI & Visualization","151.12","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/539363","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMID""}"
"HMIXB-RP/FP","INSTALLATION KIT","Festo","HMI & Visualization","157.13","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/539654","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIXB""}"
"HMIYF-RF/DL40","INSTALLATION KIT","Festo","HMI & Visualization","173.02","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/539660","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIYF""}"
"HMIZF-E03/E05/E07-DA40","INSTALLATION KIT","Festo","HMI & Visualization","179.33","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/566895","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIZF"",""Pack Size"":""14""}"
"HMIXB-RP/FP-2","INSTALLATION KIT","Festo","HMI & Visualization","256.61","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/566893","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIXB"",""Pack Size"":""10""}"
"CDPX-SL-C3","SOFTWARE LICENSE","Festo","HMI & Visualization","313.46","0","SOFTWARE LICENSE","https://www.festo.com/us/en/a/download-document/datasheet/576045","{""Accessory Type"":""Software"",""For Use With/Related Products"":""Multiple Series"",""Specifications"":""Programming"",""Series"":""CDPX""}"
"CDPX-EA-V2","INPUT/OUTPUT MODULE","Festo","HMI & Visualization","658.97","0","INPUT/OUTPUT MODULE","https://www.festo.com/us/en/a/download-document/datasheet/8023321","{""Accessory Type"":""Remote IO Module"",""For Use With/Related Products"":""-"",""Specifications"":""Digital (8)"",""Series"":""CDPX""}"
"HMIX-RP/FP-E07/E10","INSTALLATION KIT","Festo","HMI & Visualization","813.93","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/566891","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIX""}"
"HMIY-LP-E07","INSTALLATION KIT","Festo","HMI & Visualization","1182.64","0","INSTALLATION KIT","https://www.festo.com/us/en/a/download-document/datasheet/566886","{""Accessory Type"":""Installation Kit"",""For Use With/Related Products"":""-"",""Series"":""HMIY""}"
"CDPX-X-B-W-4","OPERATOR UNIT","Festo","HMI & Visualization","1216.47","0","OPERATOR UNIT","https://www.festo.com/us/en/a/download-document/datasheet/8155213","{""Type"":""Touchscreen"",""Size - Display"":""4.3\"""",""Display Type"":""Color"",""Case Color"":""Black"",""Operating Temperature"":""0°C ~ 50°C"",""Ingress Protection"":""IP66 - Dust Tight, Water Resistant"",""Voltage - Supply"":""24VDC"",""Features"":""Expansion Interface"",""For Use With/Related Products"":""Multiple Manufacturer, Multiple Product"",""Series"":""CDPX"",""Pack Size"":""2""}"
"CRVZS-20","AIR RESERVOIR","Festo","Servo & Motion","1117.5","0","AIR RESERVOIR","https://www.festo.com/us/en/a/download-document/datasheet/534845","{""Type"":""Air Motor Assembly"",""For Use With/Related Products"":""Valves"",""Series"":""CRVZS""}"
"EMMT-AS-60-S-LS-RM","SERVO MOTOR","Festo","Servo & Motion","1143.54","0","SERVO MOTOR","https://www.festo.com/us/en/a/download-document/datasheet/5242197","{""Type"":""DC Motor"",""Function"":""Servomotor"",""Motor Type"":""-"",""Voltage - Rated"":""325VDC"",""RPM"":""3000 RPM"",""Torque - Rated (oz-in / mNm)"":""90.65 / 640"",""Power - Rated"":""200W"",""Encoder Type"":""Absolute"",""Size / Dimension"":""Square - 2.441\"" x 2.441\"" (62.00mm x 62.00mm)"",""Diameter - Shaft"":""0.591\"" (15.00mm)"",""Length - Shaft and Bearing"":""1.181\"" (30.00mm)"",""Mounting Hole Spacing"":""2.756\"" (70.00mm)"",""Termination Style"":""Connector"",""Features"":""-"",""Gear Reduction Ratio"":""-"",""Torque - Max Momentary (oz-in / mNm)"":""226.6 / 1600"",""Operating Temperature"":""-15°C ~ 40°C"",""Series"":""EMMT""}"
"EMMT-AS-60-M-LS-RM","SERVO MOTOR","Festo","Servo & Motion","1229.54","0","SERVO MOTOR","https://www.festo.com/us/en/a/download-document/datasheet/5242205","{""Type"":""DC Motor"",""Function"":""Servomotor"",""Motor Type"":""-"",""Voltage - Rated"":""325VDC"",""RPM"":""3000 RPM"",""Torque - Rated (oz-in / mNm)"":""155.8 / 1100"",""Power - Rated"":""350W"",""Encoder Type"":""Absolute"",""Size / Dimension"":""Square - 2.441\"" x 2.441\"" (62.00mm x 62.00mm)"",""Diameter - Shaft"":""0.591\"" (15.00mm)"",""Length - Shaft and Bearing"":""1.181\"" (30.00mm)"",""Mounting Hole Spacing"":""2.756\"" (70.00mm)"",""Termination Style"":""Connector"",""Features"":""-"",""Gear Reduction Ratio"":""-"",""Torque - Max Momentary (oz-in / mNm)"":""481.5 / 3400"",""Operating Temperature"":""-15°C ~ 40°C"",""Series"":""EMMT""}"
"EMMT-AS-60-L-LS-RM","SERVO MOTOR","Festo","Servo & Motion","1299.48","0","SERVO MOTOR","https://www.festo.com/us/en/a/download-document/datasheet/5242213","{""Type"":""DC Motor"",""Function"":""Servomotor"",""Motor Type"":""-"",""Voltage - Rated"":""325VDC"",""RPM"":""3000 RPM"",""Torque - Rated (oz-in / mNm)"":""184.1 / 1300"",""Power - Rated"":""440W"",""Encoder Type"":""Absolute"",""Size / Dimension"":""Square - 2.441\"" x 2.441\"" (62.00mm x 62.00mm)"",""Diameter - Shaft"":""0.591\"" (15.00mm)"",""Length - Shaft and Bearing"":""1.181\"" (30.00mm)"",""Mounting Hole Spacing"":""2.756\"" (70.00mm)"",""Termination Style"":""Connector"",""Features"":""-"",""Gear Reduction Ratio"":""-"",""Torque - Max Momentary (oz-in / mNm)"":""793 / 5600"",""Operating Temperature"":""-15°C ~ 40°C"",""Series"":""EMMT""}"
"EMMT-AS-60-S-LS-RMB","SERVO MOTOR","Festo","Servo & Motion","1443.43","0","SERVO MOTOR","https://www.festo.com/us/en/a/download-document/datasheet/5242199","{""Type"":""DC Motor"",""Function"":""Servomotor"",""Motor Type"":""-"",""Voltage - Rated"":""325VDC"",""RPM"":""3000 RPM"",""Torque - Rated (oz-in / mNm)"":""84.99 / 600"",""Power - Rated"":""190W"",""Encoder Type"":""Absolute"",""Size / Dimension"":""Square - 2.441\"" x 2.441\"" (62.00mm x 62.00mm)"",""Diameter - Shaft"":""0.591\"" (15.00mm)"",""Length - Shaft and Bearing"":""1.181\"" (30.00mm)"",""Mounting Hole Spacing"":""2.756\"" (70.00mm)"",""Termination Style"":""Connector"",""Features"":""Brake"",""Gear Reduction Ratio"":""-"",""Torque - Max Momentary (oz-in / mNm)"":""226.6 / 1600"",""Operating Temperature"":""-15°C ~ 40°C"",""Series"":""EMMT""}"
"CMMT-AS-C2-3A-MP-S1","SERVO DRIVE","Festo","Servo & Motion","1494.98","0","SERVO DRIVE","https://www.festo.com/us/en/a/download-document/datasheet/8143163","{""Type"":""Module"",""Motor Type"":""Servo"",""Control / Drive Type"":""Servo AC"",""Number of Motors"":""1"",""Voltage - Load"":""0 ~ 230V"",""Current - Output"":""12A"",""Voltage - Supply"":""100 ~ 230VAC"",""Interface"":""CAN, EtherCat, PWM"",""Mounting Type"":""Chassis Mount"",""Operating Temperature"":""0°C ~ 50°C"",""Features"":""-"",""For Use With/Related Products"":""-"",""Series"":""CMMT""}"
